index,name,generation,evolves_from,abilities,desc,type1,type2,total,hp,atk,def,spatk,spdef,speed,height,weight,rank
381,latios,generation-iii,nothing,levitate ,LATIOS has the ability to make its foe see an image of what it has seen or imagines in its head. This POKéMON is intelligent and understands human speech.,dragon,psychic,600,80,90,80,130,110,110,20,600,legendary
382,kyogre,generation-iii,nothing,drizzle ,KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This POKéMON saved people who were suffering from droughts.,water,None,670,100,100,90,150,140,90,45,3520,legendary
383,groudon,generation-iii,nothing,drought ,GROUDON has long been described in mythology as the POKéMON that raised lands and expanded continents. This POKéMON took to sleep after a cataclysmic battle with KYOGRE.,ground,None,670,100,150,140,100,90,90,35,9500,legendary
384,rayquaza,generation-iii,nothing,air-lock ,"RAYQUAZA lived for hundreds of millions of years in the earth’s ozone layer, never descending to the ground. This POKéMON appears to feed on water and particles in the atmosphere.",dragon,flying,680,105,150,90,150,90,95,70,2065,legendary
385,jirachi,generation-iii,nothing,serene-grace ,"A legend states that JIRACHI will make true any wish that is written on notes attached to its head when it awakens. If this POKéMON senses danger, it will fight without awakening.",steel,psychic,600,100,100,100,100,100,100,3,11,mythical
386,deoxys,generation-iii,nothing,pressure ,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.,psychic,None,600,50,150,50,150,50,150,17,608,mythical
387,turtwig,generation-iv,nothing,overgrow shell-armor ,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes.",grass,None,318,55,68,64,45,55,31,4,102,ordinary
388,grotle,generation-iv,turtwig,overgrow shell-armor ,It knows where pure water wells up. It carries fellow Pokémon there on its back.,grass,None,405,75,89,85,55,65,36,11,970,ordinary
389,torterra,generation-iv,grotle,overgrow shell-armor ,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,grass,ground,525,95,109,105,75,85,56,22,3100,ordinary
390,chimchar,generation-iv,nothing,blaze iron-fist ,It agilely scales sheer cliffs to live atop craggy mountains. Its fire is put out when it sleeps.,fire,None,309,44,58,44,58,44,61,5,62,ordinary
391,monferno,generation-iv,chimchar,blaze iron-fist ,"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger.",fire,fighting,405,64,78,52,78,52,81,9,220,ordinary
392,infernape,generation-iv,monferno,blaze iron-fist ,It uses a special kind of martial arts involving all its limbs. Its fire never goes out.,fire,fighting,534,76,104,71,104,71,108,12,550,ordinary
393,piplup,generation-iv,nothing,torrent defiant ,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.",water,None,314,53,51,53,61,56,40,4,52,ordinary
394,prinplup,generation-iv,piplup,torrent defiant ,"It lives alone, away from others. Apparently, every one of them believes it is the most important.",water,None,405,64,66,68,81,76,50,8,230,ordinary
395,empoleon,generation-iv,prinplup,torrent defiant ,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,water,steel,530,84,86,88,111,101,60,17,845,ordinary
396,starly,generation-iv,nothing,keen-eye reckless ,"They flock in great numbers. Though small, they flap their wings with great power.",normal,flying,245,40,55,30,30,30,60,3,20,ordinary
397,staravia,generation-iv,starly,intimidate reckless ,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.,normal,flying,340,55,75,50,40,40,80,6,155,ordinary
398,staraptor,generation-iv,staravia,intimidate reckless ,It has a savage nature. It will courageously challenge foes that are much larger.,normal,flying,485,85,120,70,50,60,100,12,249,ordinary
399,bidoof,generation-iv,nothing,simple unaware moody ,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",normal,None,250,59,45,40,35,40,31,5,200,ordinary
400,bibarel,generation-iv,bidoof,simple unaware moody ,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,normal,water,410,79,85,60,55,60,71,10,315,ordinary
401,kricketot,generation-iv,nothing,shed-skin run-away ,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone.",bug,None,194,37,25,41,25,41,25,3,22,ordinary
402,kricketune,generation-iv,kricketot,swarm technician ,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.,bug,None,384,77,85,51,55,51,65,10,255,ordinary
403,shinx,generation-iv,nothing,rivalry intimidate guts ,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,electric,None,263,45,65,34,40,34,45,5,95,ordinary
404,luxio,generation-iv,shinx,rivalry intimidate guts ,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.,electric,None,363,60,85,49,60,49,60,9,305,ordinary
405,luxray,generation-iv,luxio,rivalry intimidate guts ,It has eyes that can see through anything. It spots and captures prey hiding behind objects.,electric,None,523,80,120,79,95,79,70,14,420,ordinary
406,budew,generation-iv,nothing,natural-cure poison-point leaf-guard ,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",grass,poison,280,40,30,35,50,70,55,2,12,ordinary
407,roserade,generation-iv,roselia,natural-cure poison-point technician ,"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms.",grass,poison,515,60,70,65,125,105,90,9,145,ordinary
408,cranidos,generation-iv,nothing,mold-breaker sheer-force ,It lived in jungles around 100 million years ago. Its skull is as hard as iron.,rock,None,350,67,125,40,30,30,58,9,315,ordinary
409,rampardos,generation-iv,cranidos,mold-breaker sheer-force ,Its powerful head butt has enough power to shatter even the most durable things upon impact.,rock,None,495,97,165,60,65,50,58,16,1025,ordinary
410,shieldon,generation-iv,nothing,sturdy soundproof ,A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.,rock,steel,350,30,42,118,42,88,30,5,570,ordinary
411,bastiodon,generation-iv,shieldon,sturdy soundproof ,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,rock,steel,495,60,52,168,47,138,30,13,1495,ordinary
412,burmy,generation-iv,nothing,shed-skin overcoat ,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.",bug,None,224,40,29,45,29,45,36,2,34,ordinary
413,wormadam,generation-iv,burmy,anticipation overcoat ,"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.",bug,grass,424,60,59,85,79,105,36,5,65,ordinary
414,mothim,generation-iv,burmy,swarm tinted-lens ,It loves the honey of flowers and steals honey collected by COMBEE.,bug,flying,424,70,94,50,94,50,66,9,233,ordinary
415,combee,generation-iv,nothing,honey-gather hustle ,A Pokémon formed by three others. It busily carries sweet floral honey to VESPIQUEN.,bug,flying,244,30,30,42,30,42,70,3,55,ordinary
416,vespiquen,generation-iv,combee,pressure unnerve ,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.,bug,flying,474,70,80,102,80,102,40,12,385,ordinary
417,pachirisu,generation-iv,nothing,run-away pickup volt-absorb ,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.,electric,None,405,60,45,70,45,90,95,4,39,ordinary
418,buizel,generation-iv,nothing,swift-swim water-veil ,It has a flotation sac that is like an inflatable collar. It floats on water with its head out.,water,None,330,55,65,35,60,30,85,7,295,ordinary
419,floatzel,generation-iv,buizel,swift-swim water-veil ,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.,water,None,495,85,105,55,85,50,115,11,335,ordinary
420,cherubi,generation-iv,nothing,chlorophyll ,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty.",grass,None,275,45,35,45,62,53,35,4,33,ordinary
421,cherrim,generation-iv,cherubi,flower-gift ,It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.,grass,None,450,70,60,70,87,78,85,5,93,ordinary
422,shellos,generation-iv,nothing,sticky-hold storm-drain sand-force ,"Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed.",water,None,325,76,48,48,57,62,34,3,63,ordinary
423,gastrodon,generation-iv,shellos,sticky-hold storm-drain sand-force ,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back.",water,ground,475,111,83,68,92,82,39,9,299,ordinary
424,ambipom,generation-iv,aipom,technician pickup skill-link ,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",normal,None,482,75,100,66,60,66,115,12,203,ordinary
425,drifloon,generation-iv,nothing,aftermath unburden flare-boost ,"A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons.",ghost,flying,348,90,50,34,60,44,70,4,12,ordinary
426,drifblim,generation-iv,drifloon,aftermath unburden flare-boost ,"At dusk, swarms of them are carried aloft on winds. When noticed, they suddenly vanish.",ghost,flying,498,150,80,44,90,54,80,12,150,ordinary
427,buneary,generation-iv,nothing,run-away klutz limber ,It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.,normal,None,350,55,66,44,44,56,85,4,55,ordinary
428,lopunny,generation-iv,buneary,cute-charm klutz limber ,An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.,normal,None,480,65,76,84,54,96,105,12,333,ordinary
429,mismagius,generation-iv,misdreavus,levitate ,Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.,ghost,None,495,60,60,60,105,105,105,9,44,ordinary
430,honchkrow,generation-iv,murkrow,insomnia super-luck moxie ,"Becoming active at night, it is known to swarm with numerous MURKROW in tow.",dark,flying,505,100,125,52,105,52,71,9,273,ordinary
431,glameow,generation-iv,nothing,limber own-tempo keen-eye ,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.,normal,None,310,49,55,42,42,37,85,5,39,ordinary
432,purugly,generation-iv,glameow,thick-fat own-tempo defiant ,It is a brazen brute that barges its way into another Pokémon’s nest and claims it as its own.,normal,None,452,71,82,64,64,59,112,10,438,ordinary
433,chingling,generation-iv,nothing,levitate ,It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.,psychic,None,285,45,30,50,65,50,45,2,6,ordinary
434,stunky,generation-iv,nothing,stench aftermath keen-eye ,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,poison,dark,329,63,63,47,41,41,74,4,192,ordinary
435,skuntank,generation-iv,stunky,stench aftermath keen-eye ,It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.,poison,dark,479,103,93,67,71,61,84,10,380,ordinary
436,bronzor,generation-iv,nothing,levitate heatproof heavy-metal ,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.,steel,psychic,300,57,24,86,24,86,23,5,605,ordinary
